Chunk,Embedding (first 10 dims)
"2003). 
2.3.3. Kurulum Sonrası Dönemdeki Kritik Etmenler 
Bu dönemde, kurulan sistemin değerlendirilmesi ve sürekliliğinin sağlanması 
söz 
konusudur. 
Birçok 
işletme, 
yapmış 
oldukları 
kurulumun 
başarısını 
değerlendirebilmek için kurulumun başında konulan hedeflere ulaşım derecelerini 
kullanmaktadırlar. 
İşletme için uygun bir ERP paketinin seçimi, gerçekten büyük bir zorluk 
taşımaktadır. ERP sistemlerinin fonksiyonları birbirine oldukça benzemektedir.","[ 0.00576918  0.00143977 -0.04486014 -0.04968509 -0.09960924 -0.00743588
  0.03648031  0.07608236  0.0469289  -0.05039641]"
"taşımaktadır. ERP sistemlerinin fonksiyonları birbirine oldukça benzemektedir. 
Alınacak paketin fonksiyonel olarak uyumlu olması; bir başka değişle işletmenin iş 
süreçlerini kapsayacak bir paket olması gerekmektedir (Karakanian, 2000). Paketin; 
işletmelerin imalat, finans, dağıtım, muhasebe, bilgi teknolojileri, insan kaynakları gibi 
fonksiyonlarını ne derece karşılayacağı önemlidir. Gereksinimleri, en iyi ve optimum 
şekilde karşılayacak ERP paketi seçilmelidir.","[ 0.00483889  0.04380004 -0.01082969 -0.02461881 -0.08737716 -0.03126381
  0.06431595  0.09266103  0.04643622 -0.06221797]"
"şekilde karşılayacak ERP paketi seçilmelidir. 
Maliyet de üstünde durulması gereken bir konudur. Maliyet; paket satın alma, 
kurulum, eğitim hizmetleri, destek ve donanım maliyetlerini kapsar. ERP paketinin 
kurulum maliyeti, yazılım maliyetinin de üzerinde olabilmektedir.  ERP paketinin 
alındığı yazılım ve danışmanlık firmasının sağlam ve güvenilir olması gerekmektedir. 
Seçilecek kuruluş, işletme için gelecekte çok önemli ve kritik bir iş ortağı konumunda 
olacaktır (Sirinigidi, 2000).","[-0.00181043  0.02512005 -0.00336862 -0.05258766 -0.09043869 -0.02918941
  0.08450619  0.05207384  0.07223871 -0.00667075]"
"olacaktır (Sirinigidi, 2000).  
 
 
32
 
Çağa ayak uydurabilmek ve yenilikleri takip edebilmek için, yazılımcı firmanın 
araştırma-geliştirmeye önem veren ve bu işe kaynak ayırabilen bir kuruluş olması 
gerekmektedir. Ayrıca, yazılımcı firmanın gelecekte de var olabilecek mali performansa 
sahip olması çok önemlidir. Paketin daha önce hangi işletmelerde kullanıldığı ve ne 
kadar başarılı olduğu da değerlendirilmesi gereken bir ölçüttür.","[-0.01408864  0.07322462 -0.02248622  0.00903793 -0.13017644 -0.0165126
  0.05063272 -0.00273584  0.01389629 -0.02216183]"
"kadar başarılı olduğu da değerlendirilmesi gereken bir ölçüttür.  
ERP paketi kurulumu sırasında ve sonrasında, yazılımcı firmanın vereceği 
destek hizmetlerinin de üzerinde durmak gerekmektedir. Bu hizmetlerin içine, teknik 
destek, yeni versiyonların kurulumu ve diğer yardımlar girmektedir. Bu destek 
hizmetleri; 
sistemin 
işlemesine, 
verimli 
çalışmasına 
ve 
gelişimine 
katkıda 
bulunmaktadır. 
ERP sistemine geçiş, aşamalı bir biçimde yapılmalıdır. İşletmenin tüm mevcut","[ 0.00445492 -0.00331583 -0.00791947 -0.02084783 -0.07067474 -0.02790792
  0.10513266  0.08738232 -0.0027921  -0.02804407]"
"bulunmaktadır. 
ERP sistemine geçiş, aşamalı bir biçimde yapılmalıdır. İşletmenin tüm mevcut 
sistemlerinin bir anda bir kenara bırakılıp, ERP sisteminin kullanılmaya başlanması 
yanlış bir stratejidir. ERP sistemine adım adım geçilmesi daha iyi sonuç vermektedir. 
İşletmelerde ERP paketinin kurulması, 1–2 yıl kadar sürebilen bir süreçtir. ERP 
sisteminin kurulması için şu aşamalardan geçilmelidir (Pınar ve Erdem, 2002):","[ 0.0450749   0.02463803 -0.02902655 -0.02246743 -0.07756471 -0.02358508
  0.05195696  0.0573124   0.0671649  -0.00576048]"
"sisteminin kurulması için şu aşamalardan geçilmelidir (Pınar ve Erdem, 2002): 
• Proje Ekibi Oluşturma: Danışmanlar ile birlikte çalışacak bir proje ekibi 
seçilir. Proje ekibi üyeleri, orta düzey yöneticilerden oluşturulmalı ve belli başlı 
departmanların temsilcileri bir araya getirilmelidir. Ekibin başında bir proje lideri 
bulunur. Proje liderinin kişiliği ve işyerindeki statüsü son derece önemlidir.  
• Proje Hedeflerinin Belirlenmesi: Proje ekibi, çalışmalarını daha etkin bir","[ 0.03188248  0.02508186 -0.06074762  0.00036426 -0.06297479 -0.00922598
  0.0842959   0.0927164   0.04727585 -0.0205354 ]"
"• Proje Hedeflerinin Belirlenmesi: Proje ekibi, çalışmalarını daha etkin bir 
şekilde sürdürebilmek için projenin hedeflerini saptamalıdır. Bu hedefler; yönetim, 
proje, sistem ve performans hedefleri olarak belirlenebilir. Böylece, proje sonunda 
varılmak istenen nokta saptanmış olur.  
•    İş Süreçlerinin Belirlenmesi: İş ve operasyonel analizler yapılarak 
işletmenin iş süreçleri belirlenir. İş süreçlerinin ortaya çıkmasıyla birlikte, işletmenin","[ 0.04296726 -0.00212965 -0.04654606 -0.04709737 -0.08293375  0.00064656
  0.08535568  0.04904913  0.02485723 -0.02449739]"
"işletmenin iş süreçleri belirlenir. İş süreçlerinin ortaya çıkmasıyla birlikte, işletmenin 
güçlü ve zayıf yanları belirlenmiş olur. Böylece, hangi süreçlerin değiştirilmesi veya 
kaldırılması gerektiği ortaya çıkar. 
• İş Süreçlerinin Yeniden Yapılandırılması: İş süreçleri, organizasyonel 
yapı ve prosedürler daha basitleştirilerek düzenlenir. ERP sistemleri, basitleştirilmiş iş 
süreçleriyle çok daha verimli çalışmaktadır. 
 
 
33","[-0.01126682 -0.01499704 -0.02734361 -0.06177681 -0.01488459 -0.0529082
  0.08185226  0.07200541  0.00680376 -0.07888535]"
"süreçleriyle çok daha verimli çalışmaktadır. 
 
 
33
 
•  ERP Paketi Kullanma Süreci: Yeniden yapılanmış iş süreçleri, ERP 
sisteminde tanımlanır. Yani iş ve görev tanımları yapılır. Sistem ara yüzleri geliştirilir, 
kodlar yazılır, raporlar ve prosedürler oluşturulur. Veri dönüşümleri ve girişleri yapılır. 
Sisteme giriş hakları belirlenir. Böylece, organizasyonun işleyişi ile ilgili her şey ERP 
sistemine aktarılmış ve departmanlar arası uyum sağlanmış olur.","[ 0.03249114  0.02246338  0.00541712 -0.01277861 -0.043162   -0.03417046
  0.06629391  0.03825609  0.00094275 -0.04743487]"
"sistemine aktarılmış ve departmanlar arası uyum sağlanmış olur.  
•  Eğitim: Çalışanlara yeni sistemi kullanabilmeleri için sistemle ilgili eğitim 
verilir. Çalışanların sistemi etkin kullanabilmesi; sistemin verimli çalışması ve 
işletmeye yarar sağlaması gerekmektedir.  
• Sistemi Çalışır Halde Tutma: Sistemin işleyişinin devamlı olması sağlanır, 
gerekirse danışmanların desteği alınır.  
 
2.4. ERP SİSTEMİNİN KURULUMUNDA BAŞARIYA ETKİ EDEN        
       FAKTÖRLER","[ 0.02244687  0.02088703  0.00839899 -0.01610673 -0.06984901 -0.03503751
  0.06324886  0.055265    0.04113794 -0.0181124 ]"
"2.4. ERP SİSTEMİNİN KURULUMUNDA BAŞARIYA ETKİ EDEN        
       FAKTÖRLER  
 
ERP’nin kurulumu; dikkatlice yönetilmesi gereken büyük bir organizasyonel 
değişiklik gerektirir. Bu sürecin sonunda başarılı olabilmek için göz önüne alınması 
gereken kritik faktörler vardır. Bu faktörlerin hepsi, başarıya etki etmektedir.  
            Öncelikle üst yönetim; projeyle ilgilenmeli, projeyle ilgili toplantılarda 
bulunmalı ve proje takımıyla zaman geçirmelidir. Böylece üst yönetim; projenin","[-0.01069515  0.05929431 -0.03742447 -0.05397562 -0.03388773 -0.00421298
  0.08734166  0.14737634 -0.00127244 -0.01124094]"
"bulunmalı ve proje takımıyla zaman geçirmelidir. Böylece üst yönetim; projenin 
gelişimi ve karşılaşılan problemler hakkında bilgi sahibi olur, çözülmesine yardımcı 
olabilir. Proje için gerekli kaynakları sağlamak da, bu desteğin bir parçasıdır. İnsan, 
para, donanım gibi kaynakların eksikliği projeyi aksatabilir. Ayrıca, zaman da üst 
yönetim tarafından verilmesi gereken bir kaynaktır. Gerekirse proje ekibi, özellikle","[-0.01427145  0.05740963 -0.0562479  -0.03793262 -0.03117458 -0.02192441
  0.08082393  0.10656004 -0.00877004 -0.02047714]"
"yönetim tarafından verilmesi gereken bir kaynaktır. Gerekirse proje ekibi, özellikle 
proje lideri diğer bütün işlerini bırakarak sistemin kurulumuyla ilgilenmelidir. Son 
olarak, üst yönetimin liderlik özelliğini kullanması gerekmektedir. Çalışanları sistemin 
yararı hakkında ikna ve motive etmek için önce kendisinin inanması gerekmektedir. 
 
ERP sisteminin kurulması, işletmenin standart iş süreçlerini yeniden 
yapılandırarak, ERP sistemine uygun hale sokmasını gerektirir. ERP sisteminin","[-0.01708059  0.04644623 -0.01249138 -0.04239181 -0.00058561 -0.03958894
  0.09400366  0.05570116  0.0116586  -0.02944438]"
"yapılandırarak, ERP sistemine uygun hale sokmasını gerektirir. ERP sisteminin 
özelliklerinden biri de, sektördeki en iyi uygulamalara göre çalışmasıdır. Bu yüzden, 
işletmenin yeniden yapılanması kendisi için avantajlı olur.  
 
 
34
 
 
İşletmelerin ERP kurulum süreci için bir proje yönetimi stratejisi olmalıdır. 
Bunun anlamı, bir proje takımının olması ve projeyi yönetmek için bir planın olmasıdır. 
Proje için planlanan süre önemlidir. Eğer bu süre kısa olursa, proje aceleye getirilip","[ 0.02593611  0.04036114 -0.00872527 -0.05198788 -0.08048687  0.00274988
  0.07309618  0.06819031  0.07681558 -0.00203322]"
"Proje için planlanan süre önemlidir. Eğer bu süre kısa olursa, proje aceleye getirilip 
gelişi güzel yapılacaktır. Diğer taraftan; eğer süre gerektiğinden uzun olursa, 
çalışanların projeye olan inançları kaybolacak ve moral düzeyleri düşecektir. 
 
İşletme; envanter raporları, ürün ağacı kayıtları, imalat verileri gibi bir çok 
veriyi barındırmaktadır. Bu verileri saklayarak kontrol altında tutmak uyum için 
önemlidir. Verilerin doğru bir şekilde elde edilmesi için çalışanların da buna özen","[-0.01067743  0.04754199 -0.02435949 -0.03387264 -0.08410166  0.00834125
  0.05966325  0.0713836   0.06878383  0.01459594]"
"önemlidir. Verilerin doğru bir şekilde elde edilmesi için çalışanların da buna özen 
göstermesi ve bu konuda sorumluluk sahibi olmaları gerekmektedir. ERP paketinin 
modülleri birbiriyle bağlantılı olduğu için tek bir modüle yanlış veri girişi yapmak, 
diğer modülleri dolayısıyla sistemi etkileyecektir. 
Şekil.11.’ de verilen grafikte kurumların ERP kurmaya iten etmenler ve 
kurulumun ardından kurumların ERP sisteminden beklentileri yukarıda anlatılanlar 
ışığında özetlenmiştir.","[-0.03666918  0.03984411 -0.02638998 -0.07175329 -0.08387375 -0.0358672
  0.0517581   0.09620927  0.01936067 -0.04557982]"
"ışığında özetlenmiştir. 
 
Şekil.11. ERP  Kurma Sebepleri ve Beklentiler 
(Hagman, 2000) 
 
 
35
 
2.5. ERP SİSTEMİNİN FAYDALARI  
ERP sistemi, temin sürelerini ve maliyetleri global (işletme genelinde) bir 
anlayışla azaltma amacına yöneliktir. Her seviyede işlerin tek bir global işletme 
düşüncesiyle yürütüldüğü bir sistemdir. Proaktif bir düşünce ile sorunlar, önceden 
görülerek gereken önlemler zamanında alınabilmektedir. Bir metot değişikliğinin","[ 0.04783607  0.02966203  0.0143972  -0.03314578 -0.04673522 -0.05123327
  0.06204695  0.0410578   0.00373223 -0.03084563]"
"görülerek gereken önlemler zamanında alınabilmektedir. Bir metot değişikliğinin 
işletmenin global performansına etkisi değerlendirilebilmektedir. Her çalışanın istediği 
veriye istediği zaman erişebilme olanağı yönetim yapısını dayanıklaştırmaktadır. Klasik 
sistemde stratejik ve global bilgilere ulaşma ve gerekli kararları verme ancak amirler 
yolu ile olasıdır. Hatta bu bilgiye ulaşıldığında, etkin kararlar için geç kalınmış","[-0.00496753  0.02311678 -0.01665947 -0.01254079 -0.12576187 -0.00669514
  0.10406695  0.07607807 -0.01848094 -0.02100615]"
"yolu ile olasıdır. Hatta bu bilgiye ulaşıldığında, etkin kararlar için geç kalınmış 
olunmakta veya bilgi iletişimindeki sorunlar nedeniyle hatalı olabilmektedir. ERP, bu 
sorunları ortadan kaldırdığından yönetim kademeleri azaltılarak daha yalın bir yönetim 
yapısı oluşturulabilmektedir. Ayrıca tedarikçi firmalar, bölge depoları, bayi/toptancı, 
perakendeci ile kurulan bilgi iletişim şebekesi ile stok düzeylerini, üretim planları","[ 0.01507948  0.02228244 -0.0159012   0.01247887 -0.0606616   0.02554497
  0.0346527   0.06200544  0.02143103 -0.0320686 ]"
"perakendeci ile kurulan bilgi iletişim şebekesi ile stok düzeylerini, üretim planları 
karşılıklı olarak görülebilmekte, böylece lojistik faaliyetlerinde etkinlik ve verimlilik 
arttırılmaktadır. 
İşletmeler büyüdükçe çok tesisli hale gelmekte, uluslar arası piyasalara girmekte 
ve hatta farklı ülkelerde fabrikalara sahip olmaktadır. Bu şekilde yoğun rekabet altına 
giren işletmeler, karşılarına çıkan fırsatları değerlendirme, kuvvetli yönlerini koruma,","[ 0.05851537  0.01391789 -0.00091538  0.01322752 -0.10615763 -0.01254528
  0.07086714  0.01401982  0.00842628 -0.03360165]"
"giren işletmeler, karşılarına çıkan fırsatları değerlendirme, kuvvetli yönlerini koruma, 
zayıf yönlerini geliştirme, olası tehlikeleri görme yolu ile rakiplerine rekabet üstünlüğü 
sağlama amacına yöneliktirler. Stratejileri taktik ve operasyonel düzeyde uygulama 
araçları ise, işletme kaynaklarının kullanım planlarıdır. ERP sistemi, söz konusu 
kaynakların işletmenin stratejileri doğrultusunda etkin ve verimli kullanımını sağlayan","[ 0.06234581  0.00667198 -0.04379355 -0.00145059 -0.09128406  0.0160211
  0.0373558   0.02966572 -0.0234879  -0.00715033]"
"kaynakların işletmenin stratejileri doğrultusunda etkin ve verimli kullanımını sağlayan 
bir yazılım sistemidir. Bu sistemin amacına uygun bir şekilde kullanımı ile; 
• Stratejilere uygun bir işletme yönetimi, 
• Stratejilerin sonuçlarını değerlendirme olanağı, 
• İşletme kaynaklarının etkin ve verimli kullanımı, 
• İşletme fabrikaları arasında malzeme, işçilik, makine-teçhizat, bilgi vb. üretim 
ve dağıtım kaynaklarının ortaklaşa ve verimli kullanımının sağlanması,","[ 0.05740454 -0.02927528  0.01094137 -0.01277601 -0.05647366 -0.01550265
  0.03072726  0.04517408 -0.01158464 -0.02513859]"
"ve dağıtım kaynaklarının ortaklaşa ve verimli kullanımının sağlanması, 
• Müşteri dağıtım merkezi, üretim ve tedarikçi arasında yakın işbirliği ve bilgi 
iletişim ortamının sağlanması, 
 
 
36
 
• Tek bir noktadan gerekli bilgilere ulaşma imkânı olası hale gelmektedir 
(Hagman). 
2.6. ERP’NİN SAKINCALARI VE UYGULAMADA GÖRÜLEN  
       AKSAKLIKLAR  
ERP sistemleri, işletmelerin verimliliğini arttırıp üretimde zaman kaybını en aza","[ 0.0286468   0.02803009 -0.0291228   0.05370467 -0.08955132 -0.00471489
  0.03955141  0.03842209 -0.00917282 -0.05467092]"
"ERP sistemleri, işletmelerin verimliliğini arttırıp üretimde zaman kaybını en aza 
indirseler de, maliyetlerinin yüksek olması, kurulum sürelerinin uzun olması, mevcut 
yazılımlara uyum sorunlarının olması gibi bazı olumsuz yönleri de bulunmaktadır. ERP’ 
nin sakıncalı yönleri aşağıdaki maddelerde belirtildiği gibi özetlenebilir (Karadere ve 
Baykoç, 2006). 
a) Maliyetin Yüksekliği 
ERP paketlerinin sadece program fiyatları, 500.000 $’dan başlamaktadır. Daha","[-0.01080883  0.05790888 -0.02119992 -0.01055595 -0.06855892  0.00045707
  0.06033779  0.09503151  0.02798547 -0.00800552]"
"ERP paketlerinin sadece program fiyatları, 500.000 $’dan başlamaktadır. Daha 
gelişmiş bir ERP paketini almak durumunda ise bir milyon $’dan başlayan fiyatlar söz 
konusudur. Bu fiyatlara, satıcı firmanın verdiği eğitim ve danışmanlık hizmetleri dâhil 
değildir. Kurulumun en iyimser koşullarda altı ay sürmesi (genelde bir yıl sürer) ve bu 
süre içinde satıcı firmaya yapılan ödemeler, görülmeyen maliyetler, eğitimi devam eden 
kullanıcıların iş veriminin düşmesi maliyetleri de yükselmektedir.","[-0.02264045  0.02577634 -0.02983115 -0.02874244 -0.11713608  0.01707994
  0.05283849  0.09620572  0.01661411 -0.03907546]"
"kullanıcıların iş veriminin düşmesi maliyetleri de yükselmektedir. 
b) Kurulum Süresinin Uzun Olması 
Kurulum süresi en iyimser yaklaşımla altı aydan başlamaktadır. Bir yıllık 
kurulum süresi ise normal kabul edilmektedir. Bu sürenin sonunda başarılı olma 
olasılığı kesin olmamakla birlikte kurulumun sonunda başarısız olan birçok proje 
bulunmaktadır. 
c) Mevcut Yazılımlara Uyum ve Uyarlama 
ERP her ne kadar entegre bir yazılım olsa da, işletmelerinin özel durumlar için","[ 1.8006768e-02  5.9289679e-05  1.9053661e-03 -1.0907662e-02
 -1.0530769e-01 -3.5790693e-02  7.7978842e-02  1.9755488e-02
  3.3431388e-02 -6.1765281e-03]"
"ERP her ne kadar entegre bir yazılım olsa da, işletmelerinin özel durumlar için 
kullandığı bazı yazılımlar ERP’de yer almaz. Özellikle elektronik, ilaç sanayi, inşaat 
işletmeleri ve tekstil sektörü bu tip yazılımları kullanmaktadır. Bunlar, o işletmeye özgü 
yazılımlardır ve genel değildir. Bu tip özel yazılımlar, ERP paketinde yer almamakla 
birlikte bunların ERP paketine entegre edilmeye çalışılması ise ERP sisteminin","[ 0.0378671   0.03169514  0.04779521  0.00332925 -0.04014419 -0.03433168
  0.10546615  0.02711959  0.01931177 -0.03140997]"
"birlikte bunların ERP paketine entegre edilmeye çalışılması ise ERP sisteminin 
bozulmasına sebep olmaktadır. ERP’nin başlı başına entegre bir sistem olduğu 
unutulmamalıdır. Diğer programlarla desteklenmesi olağan değildir. 
d) Maliyet ve Geri Dönüşüm Oranı  
 
 
37
 
Çeşitli hesaplamalara göre ERP sistemlerinin kendini ödemeye başlaması, 18 
aydan sonra gerçekleşmektedir. Bu süreden sonra maliyetini çıkarıp kara geçmesi ise","[ 0.01684566  0.08464229 -0.01318058 -0.02311739 -0.10634105  0.0124353
  0.08232649  0.08776192  0.01142492  0.02367964]"
